"","Entity","cause","Year","val_rate","val_percent","pop_est","Gini_index","gini_bucket","income_group","gdp_per_capita","unemployment_rate","wealth_share_10","urban_pct","CPI_score","gov_spending_toGDP","housing_CosttoIncome","PM2.5"
"829","Germany","Schizophrenia",2016,"   304.84",0.304837552727351,82760053,0.3141309,"Moderate","H",42961.0356905775,4.104,24.2,77.224,81,44.718611061572,105.129326019307,12.1985294117647
"830","Germany","Schizophrenia",2017,"   304.12",0.304121741829994,83103956,0.31314865,"Moderate","H",45526.5999576533,3.781,24.2,77.261,81,44.56628571257,108.261965597918,12.0783448275862
"831","Germany","Schizophrenia",2018,"   303.07",0.303070801980589,83368456,0.31872115,"Moderate","H",48874.8595028454,3.384,24.9,77.312,80,44.688717711075,111.318328409835,12.5795333333333
"832","Germany","Schizophrenia",2019,"   301.75",0.301748202374025,83559127,0.31780925,"Moderate","H",47623.8656074829,3.163,24.7,77.376,80,45.563498619472,115.192940330852,10.3633333333333
"833","Germany","Schizophrenia",2020,"   301.17",0.301169043893994,83628661,0.3243345,"Moderate","H",47379.765194548,3.881,25,77.453,80,NA,124.022766247291,NA
"834","France","Schizophrenia",2012,"   302.03",0.302029921853864,64058423,0.3311486,"Moderate","H",40863.5814412333,9.841,26.9,78.878,NA,57.889552537558,NA,NA
"835","France","Schizophrenia",2013,"   301.66",0.301660552036618,64387684,0.32512552,"Moderate","H",42669.1795111893,9.913,26.4,79.135,NA,58.589328564314,NA,NA
"836","France","Schizophrenia",2014,"   301.34",0.301341969374877,64692449,0.32262158,"Moderate","H",43148.0459288416,10.273,26.1,79.394,69,58.391639075038,102.703291983406,9.02
"837","France","Schizophrenia",2015,"   301.23",0.301226611494577,64916292,0.32704228,"Moderate","H",36702.4323733379,10.354,26.6,79.655,70,57.595114386196,100,12.745564516129
"838","France","Schizophrenia",2016,"   301.06",0.301060355431845,65086802,0.31923512,"Moderate","H",37024.2157133669,10.057,25.9,79.917,69,57.3792050341,99.6051559393213,11.5735652173913
"839","France","Schizophrenia",2017,"   300.54",0.300540478053498,65284727,0.3163205,"Moderate","H",38687.1626407164,9.409,25.8,80.18,70,57.665093876504,100.554487115111,10.9672
"840","France","Schizophrenia",2018,"   299.80",0.299797064952156,65519483,0.32380664,"Moderate","H",41418.1766484844,9.018,26.7,80.444,72,56.369230560215,101.338510506641,10.3736153846154
"841","France","Schizophrenia",2019,"   299.28",0.299275889646391,65729405,0.31199563,"Moderate","H",40408.2848574751,8.415,24.8,80.709,69,55.344795899362,101.820840065789,9.41816176470588
"842","France","Schizophrenia",2020,"   299.98",0.299984624491716,65905226,0.3066147,"Moderate","H",39169.8606000707,8.009,24.5,80.975,69,NA,106.987678971331,NA
"843","France","Schizophrenia",2021,"   299.12",0.299115606079177,66083491,0.31500953,"Moderate","H",43725.0999521245,7.874,24.9,81.242,NA,NA,109.361803197498,NA
"844","Argentina","Schizophrenia",2012,"   286.74",0.286739042484854,42161676,0.41437393,"High","UM",12949.717486654,7.217,29.8,91.121,NA,36.821423141061,NA,NA
"845","Argentina","Schizophrenia",2013,"   289.08",0.289084417822175,42582408,0.41086507,"High","UM",12963.675773326,7.1,29.5,91.249,NA,37.602933454981,NA,NA
"846","Argentina","Schizophrenia",2014,"   291.10",0.291101189191503,43024021,0.4182253,"High","H",12233.1444119186,7.268,30.1,91.377,34,38.852931499041,NA,10.11
"847","Argentina","Schizophrenia",2016,"   293.93",0.293926151069293,43900264,0.42345047,"High","UM",12699.9623137756,8.085,30.7,91.627,36,41.522020677075,NA,NA
"848","Argentina","Schizophrenia",2017,"   294.95",0.294950166091759,44288844,0.41434836,"High","H",14532.5009308511,8.347,30,91.749,39,41.121454021199,NA,NA
"849","Argentina","Schizophrenia",2018,"   296.17",0.296174646057425,44654822,0.41719007,"High","UM",11752.7998922979,9.22,30.1,91.87,40,38.949208040045,NA,NA
"850","Argentina","Schizophrenia",2019,"   298.03",0.298032870145633,44973412,0.43314177,"High","UM",9955.97478680428,9.843,31.3,91.991,45,38.129057624397,NA,NA
"851","Argentina","Schizophrenia",2020,"   301.59",0.301585198166462,45191917,0.42743757,"High","UM",8535.59938004389,11.461,30.6,92.111,42,NA,NA,NA
"852","Argentina","Schizophrenia",2021,"   304.80",0.304795902360783,45312226,0.4244559,"High","UM",10738.0179223384,8.736,31.2,92.229,NA,NA,NA,NA
"853","Germany","Depressive disorders",2012," 4,391.54",4.39154178521584,80916339,0.3105579,"Moderate","H",44735.5882319701,5.372,24,77.17,NA,45.083417250516,NA,NA
"854","Germany","Depressive disorders",2013," 4,436.59",4.43659023118495,81041525,0.31453598,"Moderate","H",47220.0102098851,5.316,24.5,77.18,NA,45.150804944058,NA,14.1107339449541
"855","Germany","Depressive disorders",2014," 4,471.20",4.47120394770927,81376036,0.30847794,"Moderate","H",48971.0824722599,4.979,23.6,77.19,79,44.497700298476,97.5605356770556,14.0334615384615
"856","Germany","Depressive disorders",2015," 4,470.97",4.47097317303987,82077498,0.31653914,"Moderate","H",41911.0109851054,4.612,24.6,77.2,81,44.50579294476,100,12.6825
"857","Germany","Depressive disorders",2016," 4,448.49",4.4484946907654,82760053,0.3141309,"Moderate","H",42961.0356905775,4.104,24.2,77.224,81,44.718611061572,105.129326019307,12.1985294117647
"858","Germany","Depressive disorders",2017," 4,430.94",4.43094090976078,83103956,0.31314865,"Moderate","H",45526.5999576533,3.781,24.2,77.261,81,44.56628571257,108.261965597918,12.0783448275862
"859","Germany","Depressive disorders",2018," 4,399.66",4.39965541530551,83368456,0.31872115,"Moderate","H",48874.8595028454,3.384,24.9,77.312,80,44.688717711075,111.318328409835,12.5795333333333
"860","Germany","Depressive disorders",2019," 4,360.38",4.36038063726815,83559127,0.31780925,"Moderate","H",47623.8656074829,3.163,24.7,77.376,80,45.563498619472,115.192940330852,10.3633333333333
"861","Germany","Depressive disorders",2020," 4,722.04",4.72203906641624,83628661,0.3243345,"Moderate","H",47379.765194548,3.881,25,77.453,80,NA,124.022766247291,NA
"862","Australia","Bipolar disorder",2014," 1,101.46",1.10145561145297,23595552,0.34398198,"Moderate","H",62544.0873773726,6.078,26.6,85.602,80,36.737247979188,93.0376072295743,7.48590909090909
"863","Australia","Bipolar disorder",2016," 1,102.41",1.10240627798331,24329914,0.33685225,"Moderate","H",49888.0410842736,5.711,25.5,85.8,79,37.262786162141,105.142056166207,6.84523809523809
"864","Australia","Bipolar disorder",2018," 1,103.01",1.10300596282298,25119651,0.34332561,"Moderate","H",57196.4220783778,5.3,26.2,86.012,77,36.819169701599,107.601753814431,8.06
"865","Greece","Depressive disorders",2012," 6,542.64",6.54264326349084,11048239,0.362504,"High","H",21624.346052551,24.731,26.6,77.004,NA,54.148357102589,NA,NA
"866","Greece","Depressive disorders",2013," 6,197.64",6.1976387417007,10967481,0.36127293,"High","H",21573.3449762805,27.686,26.4,77.355,NA,52.460357874279,NA,10.02
"867","Greece","Depressive disorders",2014," 5,910.30",5.9102984537006,10893122,0.35804707,"High","H",21474.7257123892,26.708,26.1,77.702,43,51.162292085129,104.784877829575,NA
"868","Greece","Depressive disorders",2015," 5,786.46",5.78645802684855,10820843,0.35996962,"High","H",17980.7298238137,24.981,26.2,78.046,46,51.558409674268,100,18.845
"869","Greece","Depressive disorders",2016," 5,864.58",5.86457959345984,10775454,0.34956136,"Moderate","H",17919.2426377048,23.514,25.9,78.387,44,50.279228447129,98.0707757317039,17.0514285714286
"870","Greece","Depressive disorders",2017," 6,046.72",6.04671550251634,10753489,0.34350377,"Moderate","H",18631.9930129293,21.413,25.9,78.724,48,48.666384068192,94.6240643554394,16.45875
"871","Greece","Depressive disorders",2018," 6,228.04",6.22803908061357,10730788,0.32890075,"Moderate","H",19873.4015238771,19.179,24.9,79.058,45,48.856161556981,97.195706735692,16.6
"872","Greece","Depressive disorders",2019," 6,294.46",6.2944569527708,10718520,0.33101925,"Moderate","H",19335.3602002969,17.045,24.9,79.388,48,48.075402214594,96.2629370941818,16.838
"873","Greece","Depressive disorders",2020," 6,647.15",6.64714674583161,10699317,0.33558196,"Moderate","H",17886.733165236,15.899,25.2,79.715,50,NA,105.249008554371,NA
"874","Greece","Depressive disorders",2021," 7,018.01",7.01801098824807,10579511,0.32939574,"Moderate","H",20654.7001960815,14.656,24.8,80.038,NA,NA,101.499535922209,NA
"875","Ukraine","Eating disorders",2012,"   146.89",0.146885070433218,46210001,0.24740657,"Low","LM",3951.34228515625,7.529,20.8,68.782,NA,48.972391360527,NA,NA
"876","Ukraine","Eating disorders",2013,"   145.85",0.145849284447059,46126715,0.24554986,"Low","LM",4129.89697265625,7.17,21.1,68.875,NA,48.109538779059,NA,NA
"877","Ukraine","Eating disorders",2014,"   144.50",0.14450497381421,45972329,0.24025366,"Low","LM",3054.908203125,9.27,20.6,68.968,26,44.773891126074,NA,NA
"878","Ukraine","Eating disorders",2015,"   142.59",0.142589770557867,45784854,0.2545754,"Moderate","LM",2094.47387695313,9.14,21.6,69.061,27,43.043497813452,NA,NA
"879","Ukraine","Eating disorders",2016,"   140.16",0.140159686788303,45616779,0.25002202,"Moderate","LM",2158.46118164063,9.35,21.2,69.154,29,40.785342169821,NA,NA
"880","Ukraine","Eating disorders",2017,"   137.72",0.137720774870006,45435996,0.26049048,"Moderate","LM",2604.28759765625,9.5,21.7,69.246,30,41.669988847281,NA,NA
"881","Ukraine","Eating disorders",2018,"   135.41",0.135409781474802,45208854,0.26071486,"Moderate","LM",3059.0517578125,8.799,22,69.352,32,41.921486509222,NA,22.82
"882","Ukraine","Eating disorders",2019,"   133.30",0.133301907770852,44957402,0.26619467,"Moderate","LM",3619.86157226563,8.194,22.3,69.473,30,41.502933496737,NA,23.36
"883","Ukraine","Eating disorders",2020,"   131.35",0.131348331105656,44679967,0.25627363,"Moderate","LM",3709.76928710938,9.475,21.7,69.608,33,NA,NA,NA
"884","Lithuania","Mental disorders",2012,"14,536.42",14.5364240382993,2988281,0.35092333,"High","H",14294.7178607152,13.365,26.8,66.864,NA,NA,NA,NA
"885","Lithuania","Mental disorders",2013,"14,470.23",14.4702303483383,2958306,0.35307336,"High","H",15655.3513307327,11.77,26.9,66.986,NA,NA,NA,15.086
"886","Lithuania","Mental disorders",2014,"14,395.40",14.3954018360606,2933118,0.37675053,"High","H",16473.5678231709,10.698,28.9,67.108,58,NA,100.981940431836,14.29
"887","Lithuania","Mental disorders",2015,"14,353.79",14.3537926851275,2905726,0.3737032,"High","H",14300.2553666736,9.12,28.6,67.23,59,NA,100,12.48
"888","Lithuania","Mental disorders",2016,"14,375.08",14.375079197926,2869051,0.38385862,"High","H",14981.6208126311,7.862,29.5,67.366,59,NA,96.4149760653154,11.0416666666667
"889","Lithuania","Mental disorders",2017,"14,428.62",14.4286211350342,2829273,0.3728361,"High","H",16884.7100319318,7.073,28.4,67.516,59,NA,102.849322816059,11.74
"890","Lithuania","Mental disorders",2018,"14,429.98",14.4299821340585,2802430,0.35705343,"High","H",19368.5391045353,6.147,27.1,67.679,59,NA,101.670993687881,13.672
"891","Lithuania","Mental disorders",2019,"14,336.34",14.3363395093312,2795011,0.35251358,"High","H",19727.7607453736,6.255,27.5,67.855,60,NA,98.7044499036924,13.164
"892","Lithuania","Mental disorders",2020,"15,297.40",15.2973986894042,2795711,0.35956645,"High","H",20541.824988603,8.487,28.5,68.046,60,NA,96.8350760114549,NA
"893","Lithuania","Mental disorders",2021,"16,384.85",16.3848476318755,2794443,0.36656412,"High","H",23934.728489916,7.112,29.1,68.249,NA,NA,101.145362731187,NA
"894","Australia","Schizophrenia",2014,"   426.04",0.426044866386071,23595552,0.34398198,"Moderate","H",62544.0873773726,6.078,26.6,85.602,80,36.737247979188,93.0376072295743,7.48590909090909
"895","Australia","Schizophrenia",2016,"   427.05",0.42705171702528,24329914,0.33685225,"Moderate","H",49888.0410842736,5.711,25.5,85.8,79,37.262786162141,105.142056166207,6.84523809523809
"896","Australia","Schizophrenia",2018,"   427.90",0.427901879903729,25119651,0.34332561,"Moderate","H",57196.4220783778,5.3,26.2,86.012,77,36.819169701599,107.601753814431,8.06
"897","Japan","Anxiety disorders",2013," 2,554.95",2.55494715610073,127723595,0.3285473,"Moderate","H",40898.6478964744,4.038,26.1,91.226,NA,38.778192909542,NA,NA
"898","Armenia","Mental disorders",2012,"11,739.43",11.7394302727419,2922474,0.29602262,"Moderate","LM",3511.56399687426,17.511,24.5,63.24,NA,NA,NA,NA
"899","Armenia","Mental disorders",2013,"11,697.11",11.6971064164468,2922487,0.30579662,"Moderate","LM",3680.16692158886,16.576,24.7,63.164,NA,NA,NA,NA
"900","Armenia","Mental disorders",2014,"11,663.54",11.6635428345412,2922390,0.3148329,"Moderate","LM",3852.11800610384,17.498,25.7,63.112,37,NA,NA,NA
"901","Armenia","Mental disorders",2015,"11,638.92",11.6389196016953,2921124,0.32356772,"Moderate","LM",3512.39350276709,18.261,26.7,63.085,35,NA,NA,NA
"902","Armenia","Mental disorders",2016,"11,627.27",11.627266508071,2918753,0.32547948,"Moderate","LM",3524.42476874707,17.617,25.3,63.082,33,NA,NA,NA
"903","Armenia","Mental disorders",2017,"11,635.17",11.6351708961284,2914918,0.3362184,"Moderate","UM",3869.05373867752,17.704,28.4,63.103,35,NA,NA,NA
"904","Armenia","Mental disorders",2018,"11,656.31",11.6563124197532,2909917,0.344335,"Moderate","UM",4196.00562301769,18.966,29.2,63.149,35,NA,NA,NA
"905","Armenia","Mental disorders",2019,"11,679.82",11.679824762897,2903922,0.30031213,"Moderate","UM",4597.22887399548,18.304,25.2,63.219,42,NA,NA,NA
"906","Armenia","Mental disorders",2020,"12,728.99",12.7289906648377,2890849,0.25131604,"Moderate","UM",4268.68093304583,18.175,21.5,63.313,49,NA,NA,NA
"907","Armenia","Mental disorders",2021,"13,135.44",13.1354425934277,2870293,0.2794013,"Moderate","UM",4685.17997128509,15.469,23.6,63.431,NA,NA,NA,NA
"908","Israel","Eating disorders",2012,"   384.77",0.384769287592252,7607737,0.41302204,"High","H",33236.5731239421,6.762,29.1,91.96,NA,39.518185810352,NA,21.2073684210526
"909","Israel","Eating disorders",2013,"   384.91",0.384914303095563,7749319,0.39870527,"High","H",36929.6042163752,6.137,28.2,92.031,NA,39.647843715032,NA,22.1784210526316
"910","Israel","Eating disorders",2014,"   384.62",0.384624272698048,7897132,0.3975749,"High","H",38230.4954049785,5.789,27.8,92.104,60,38.212161627896,97.0311220949289,19.8136842105263
"911","Israel","Eating disorders",2015,"   383.77",0.383767978522828,8052858,0.3971953,"High","H",36123.9907881129,5.176,28.1,92.179,61,37.496213200669,100,23.8668421052632
"912","Israel","Eating disorders",2016,"   383.80",0.383798302508731,8209957,0.39013016,"High","H",37556.6272863143,4.723,27.3,92.256,64,37.814748691617,104.421026512603,NA
"913","Israel","Eating disorders",2017,"   385.67",0.385674865706744,8361744,0.38202065,"High","H",40997.9110240274,4.14,26.5,92.336,62,38.231124685278,NA,NA
"914","Israel","Eating disorders",2018,"   388.01",0.388014783422202,8510026,0.38577175,"High","H",42233.2610344935,3.917,27.2,92.418,61,39.071891526519,NA,NA
"915","Israel","Eating disorders",2019,"   389.34",0.389341545541604,8657420,0.3828222,"High","H",44140.8289372511,3.731,26.7,92.501,60,38.526357661847,NA,NA
"916","Israel","Eating disorders",2020,"   389.75",0.389748868998744,8800323,0.37773558,"High","H",44679.7715799755,4.169,26.2,92.587,60,NA,NA,NA
"917","Israel","Eating disorders",2021,"   384.50",0.384500156323477,8942868,0.3789385,"High","H",52255.6159050999,4.812,26.6,92.674,NA,NA,NA,NA
"918","Iceland","Eating disorders",2012,"   449.61",0.449610357888147,320802,0.26769423,"Moderate","H",45995.5478789467,6,22.1,93.6,NA,47.732149118695,NA,NA
"919","Iceland","Eating disorders",2013,"   444.46",0.4444623744243,323845,0.25402915,"Moderate","H",49804.9829978371,5.376,21.3,93.633,NA,45.96628879281,NA,NA
"920","Iceland","Eating disorders",2014,"   441.18",0.441175894904037,327471,0.27800417,"Moderate","H",54576.7448146565,4.897,23.5,93.667,79,45.827373991066,96.1441118682514,7.64
"921","Iceland","Eating disorders",2015,"   440.02",0.440019515139508,330918,0.26787972,"Moderate","H",52951.6815110898,3.979,22.5,93.7,79,43.473651231063,NA,6.43
"922","Iceland","Eating disorders",2016,"   440.25",0.440245837009233,335522,0.27241105,"Moderate","H",61987.9263620283,2.978,22.8,93.735,78,46.437260952781,NA,6.695
"923","Iceland","Eating disorders",2017,"   438.18",0.438176210141542,343480,0.2613158,"Moderate","H",72010.1490316258,2.742,22,93.773,77,44.409281143273,NA,5.2
"924","Japan","Eating disorders",2013,"   356.26",0.356259412459055,127723595,0.3285473,"Moderate","H",40898.6478964744,4.038,26.1,91.226,NA,38.778192909542,NA,NA
"925","Denmark","Idiopathic developmental intellectual disability",2012,"    49.85",0.0498487256209792,5591867,0.2779075,"Moderate","H",58443.7747103968,7.798,23.1,87.142,NA,57.905647200278,NA,NA
"926","Denmark","Idiopathic developmental intellectual disability",2013,"    49.53",0.0495251989559633,5615285,0.28542534,"Moderate","H",61377.5940590412,7.384,23.7,87.292,NA,55.580153712938,NA,11.0625
"927","Denmark","Idiopathic developmental intellectual disability",2014,"    49.16",0.0491630888798724,5643742,0.2835288,"Moderate","H",62520.4509747011,6.925,23.6,87.41,92,55.101698664116,97.6262250975893,13.26
"928","Italy","Other mental disorders",2012," 2,019.95",2.0199471098087,60531480,0.3515148,"High","H",35235.7989058242,10.655,26.4,68.684,NA,50.492406450123,NA,NA
"929","Italy","Other mental disorders",2013," 2,024.24",2.02424088394294,60653828,0.3490567,"Moderate","H",35747.707952689,12.149,25.9,68.979,NA,50.919283866519,NA,18.2697777777778
"930","Italy","Other mental disorders",2014," 2,030.84",2.03083755761648,60664127,0.34652385,"Moderate","H",35750.7197500382,12.683,25.5,69.272,43,50.738964135925,105.47049746376,16.1043137254902
"931","Italy","Other mental disorders",2015," 2,039.17",2.03916590138799,60575274,0.35390034,"High","H",30387.1293187854,11.896,25.8,69.565,44,50.272624135819,100,18.6842541436464
"932","Italy","Other mental disorders",2016," 2,046.71",2.04670834479186,60478047,0.35239598,"High","H",31126.3246947273,11.688,26,69.855,47,49.011822699395,98.7343968772212,16.3733155080214
"933","Italy","Other mental disorders",2017," 2,053.04",2.05303983594111,60390266,0.35922197,"High","H",32554.14668453,11.211,26.7,70.144,50,48.816963543583,95.3677994400489,17.1865876777251
"934","Italy","Other mental disorders",2018," 2,059.70",2.0597002799117,60277446,0.35217315,"High","H",34746.3441392416,10.61,25.9,70.438,52,48.366693967185,93.2578180824607,15.2884792626728
"935","Italy","Other mental disorders",2019," 2,067.32",2.0673155386547,60130080,0.34583586,"Moderate","H",33812.788724868,9.951,25.8,70.736,53,48.45546201998,92.2623852686356,14.4304
"936","Italy","Other mental disorders",2020," 2,074.55",2.07454600834758,59912714,0.352409,"High","H",32091.4866621366,9.164,26.1,71.039,53,NA,96.0155512736128,NA
"937","Italy","Other mental disorders",2021," 2,079.17",2.07917418244873,59729300,0.3484458,"Moderate","H",36852.5425414951,9.497,26.2,71.346,NA,NA,93.320979256635,NA
"938","Ireland","Eating disorders",2012,"   460.48",0.460484062267523,4600088,0.33220077,"Moderate","H",49411.7387476787,15.451,25.9,61.942,NA,42.20940224089,NA,NA
"939","Ireland","Eating disorders",2013,"   456.19",0.456194113757867,4624629,0.3348598,"Moderate","H",52619.2123745817,13.735,26.1,62.141,NA,39.791585923043,NA,10.876
"940","Ireland","Eating disorders",2014,"   450.67",0.450674416303541,4658186,0.31874627,"Moderate","H",57278.2590911107,11.858,24.9,62.34,74,36.511435670927,93.807947803364,7.57
"941","Ireland","Eating disorders",2015,"   443.94",0.443942235747359,4702444,0.31820488,"Moderate","H",64311.8234684057,9.908,25.4,62.538,75,28.043178349184,100,7.026
"942","Ireland","Eating disorders",2016,"   440.27",0.440269547575942,4753463,0.32807183,"Moderate","H",64292.659966313,8.374,25.9,62.737,73,27.488215317553,103.6772823993,8.86666666666667
"943","Ireland","Eating disorders",2017,"   440.90",0.44090187943277,4810214,0.31358823,"Moderate","H",72499.3268743015,6.713,25.4,62.947,74,25.266235365806,109.317577156324,7.33285714285714
"944","Ireland","Eating disorders",2018,"   442.04",0.442036460151002,4872503,0.30602926,"Moderate","H",81248.3135388,5.741,25.1,63.17,73,24.763427759163,117.270918672732,7.87125
"945","Ireland","Eating disorders",2019,"   440.66",0.440655177981106,4933445,0.308315,"Moderate","H",82508.4659883582,4.95,25.1,63.405,74,23.919103595243,113.768481741075,8.89615384615385
"946","Ireland","Eating disorders",2020,"   437.45",0.43744779623576,4982560,0.292282,"Moderate","H",87567.1148972037,5.623,23.8,63.653,72,NA,110.525010935493,NA
"947","Ireland","Eating disorders",2021,"   432.59",0.432585379948887,5028387,0.30119276,"Moderate","H",105561.137468992,6.364,24.8,63.912,NA,NA,114.934270229,NA
"948","Italy","Anxiety disorders",2012," 5,805.43",5.80542722273849,60531480,0.3515148,"High","H",35235.7989058242,10.655,26.4,68.684,NA,50.492406450123,NA,NA
"949","Italy","Anxiety disorders",2013," 5,807.11",5.80711206236454,60653828,0.3490567,"Moderate","H",35747.707952689,12.149,25.9,68.979,NA,50.919283866519,NA,18.2697777777778
"950","Italy","Anxiety disorders",2014," 5,812.73",5.81273180507131,60664127,0.34652385,"Moderate","H",35750.7197500382,12.683,25.5,69.272,43,50.738964135925,105.47049746376,16.1043137254902
"951","Italy","Anxiety disorders",2015," 5,820.94",5.82093922093522,60575274,0.35390034,"High","H",30387.1293187854,11.896,25.8,69.565,44,50.272624135819,100,18.6842541436464
"952","Italy","Anxiety disorders",2016," 5,822.32",5.82231915791456,60478047,0.35239598,"High","H",31126.3246947273,11.688,26,69.855,47,49.011822699395,98.7343968772212,16.3733155080214
"953","Italy","Anxiety disorders",2017," 5,818.85",5.81884638700359,60390266,0.35922197,"High","H",32554.14668453,11.211,26.7,70.144,50,48.816963543583,95.3677994400489,17.1865876777251
"954","Italy","Anxiety disorders",2018," 5,816.08",5.81607874916087,60277446,0.35217315,"High","H",34746.3441392416,10.61,25.9,70.438,52,48.366693967185,93.2578180824607,15.2884792626728
"955","Italy","Anxiety disorders",2019," 5,817.39",5.81738705637247,60130080,0.34583586,"Moderate","H",33812.788724868,9.951,25.8,70.736,53,48.45546201998,92.2623852686356,14.4304
"956","Italy","Anxiety disorders",2020," 6,974.51",6.97450652173558,59912714,0.352409,"High","H",32091.4866621366,9.164,26.1,71.039,53,NA,96.0155512736128,NA
"957","Italy","Anxiety disorders",2021," 6,958.50",6.95849701024718,59729300,0.3484458,"Moderate","H",36852.5425414951,9.497,26.2,71.346,NA,NA,93.320979256635,NA
"958","Hungary","Mental disorders",2012,"12,271.83",12.2718347702717,9916568,0.3080265,"Moderate","UM",12984.8365730133,11.003,23.9,69.678,NA,49.115836939816,NA,NA
"959","Hungary","Mental disorders",2013,"12,292.70",12.2926995494302,9889294,0.31504104,"Moderate","UM",13715.0703590361,10.177,24.4,69.953,NA,50.061861030592,NA,17.0233333333333
"960","Hungary","Mental disorders",2014,"12,310.63",12.3106295338873,9862785,0.3091348,"Moderate","H",14294.2584180751,7.725,24,70.227,54,50.045821168285,92.5383572838335,15.8525
"961","Hungary","Mental disorders",2015,"12,312.85",12.3128536406562,9839162,0.30407295,"Moderate","H",12717.038597002,6.813,23.8,70.5,51,50.379702820629,100,NA
"962","Hungary","Mental disorders",2016,"12,310.24",12.3102363831356,9810479,0.30324444,"Moderate","H",13104.6995457458,5.115,23.8,70.779,48,46.797618703694,106.931164588959,10.13
"963","Hungary","Mental disorders",2017,"12,297.72",12.2977230394261,9785561,0.30582693,"Moderate","H",14621.2395956755,4.156,23.9,71.062,45,46.717738826494,109.113391570612,14.85
"964","Hungary","Mental disorders",2018,"12,263.41",12.2634108209316,9774342,0.2961145,"Moderate","H",16425.2050299693,3.708,23.2,71.351,46,46.095614071682,111.212298890996,18.5783333333333
"965","Hungary","Mental disorders",2019,"12,222.99",12.2229940335214,9770300,0.29950473,"Moderate","H",16786.2136399075,3.419,23.3,71.644,44,46.0845150857,116.712511216413,14.8042857142857
"966","Hungary","Mental disorders",2020,"12,786.76",12.7867556571069,9749421,0.29711774,"Moderate","H",16131.9540355923,4.25,23.3,71.942,44,NA,118.982837925104,NA
"967","Hungary","Mental disorders",2021,"13,361.80",13.3618039782627,9707794,0.2917205,"Moderate","H",18755.1023464312,4.045,24.1,72.245,NA,NA,121.511940668772,NA
"968","Sweden","Idiopathic developmental intellectual disability",2012,"   252.05",0.252046546613277,9519430,0.27643898,"Moderate","H",57749.8251328664,7.976,21.6,85.62,NA,50.16184670636,NA,NA
"969","Sweden","Idiopathic developmental intellectual disability",2013,"   248.75",0.248747467674477,9600578,0.28822792,"Moderate","H",60844.2767113975,8.052,22.2,85.936,NA,50.858634731093,NA,6.3775
"970","Sweden","Idiopathic developmental intellectual disability",2014,"   245.83",0.24582591137852,9696389,0.28388658,"Moderate","H",59583.7140001673,7.954,22.2,86.247,87,50.055970671721,90.4839881607461,8.085
"971","Kazakhstan","Bipolar disorder",2012,"   474.15",0.474148937667289,17306063,0.2816882,"Moderate","UM",12018.7966527993,5.29,22.9,56.973,NA,NA,NA,NA
"972","Kazakhstan","Bipolar disorder",2013,"   472.33",0.472326914973398,17556454,0.2706543,"Moderate","UM",13478.459627612,5.2,22.5,57.046,NA,NA,NA,NA
"973","Kazakhstan","Bipolar disorder",2014,"   470.37",0.47036716972976,17816240,0.2701586,"Moderate","UM",12427.7094576939,5.06,22.6,57.118,29,NA,NA,NA
"974","Kazakhstan","Bipolar disorder",2015,"   468.08",0.468084662609888,18084126,0.26803666,"Moderate","UM",10196.1226255982,4.93,22.6,57.191,28,NA,NA,NA
"975","Kazakhstan","Bipolar disorder",2016,"   465.38",0.465381035855614,18363551,0.27225325,"Moderate","UM",7475.56688689424,4.96,22.7,57.264,29,NA,NA,NA
"976","Kazakhstan","Bipolar disorder",2017,"   462.49",0.462494874754435,18651876,0.27450275,"Moderate","UM",8943.08416791984,4.9,23,57.336,31,NA,NA,NA
"977","Kazakhstan","Bipolar disorder",2018,"   460.03",0.460029430101506,18932674,0.27792874,"Moderate","UM",9472.48527327758,4.85,23.4,57.428,31,NA,NA,32.25
"978","Kazakhstan","Bipolar disorder",2019,"   457.92",0.457919662845365,19209498,0.27968282,"Moderate","UM",9457.12614657136,4.8,23.6,57.54,34,NA,NA,21.77
"979","Kazakhstan","Bipolar disorder",2020,"   455.70",0.455695388266554,19482065,0.2868392,"Moderate","UM",8781.50797787648,4.89,24.2,57.671,38,NA,NA,NA
"980","Kazakhstan","Bipolar disorder",2021,"   453.32",0.453323063329304,19743565,0.29191533,"Moderate","UM",9983.60103576902,5.546,24.8,57.821,NA,NA,NA,NA
"981","Argentina","Depressive disorders",2012," 2,718.34",2.71833777505431,42161676,0.41437393,"High","UM",12949.717486654,7.217,29.8,91.121,NA,36.821423141061,NA,NA
"982","Argentina","Depressive disorders",2013," 2,732.18",2.73218198730461,42582408,0.41086507,"High","UM",12963.675773326,7.1,29.5,91.249,NA,37.602933454981,NA,NA
"983","Argentina","Depressive disorders",2014," 2,743.42",2.7434244808552,43024021,0.4182253,"High","H",12233.1444119186,7.268,30.1,91.377,34,38.852931499041,NA,10.11
"984","Argentina","Depressive disorders",2016," 2,753.24",2.75324483370466,43900264,0.42345047,"High","UM",12699.9623137756,8.085,30.7,91.627,36,41.522020677075,NA,NA
"985","Argentina","Depressive disorders",2017," 2,755.29",2.75528588934172,44288844,0.41434836,"High","H",14532.5009308511,8.347,30,91.749,39,41.121454021199,NA,NA
"986","Argentina","Depressive disorders",2018," 2,760.71",2.76071139940115,44654822,0.41719007,"High","UM",11752.7998922979,9.22,30.1,91.87,40,38.949208040045,NA,NA
